UTC,ShipName,MMSI,DRAFT AFT,DRAFT FWD,DRAFT PORT,DRAFT STBD,File name,FilePath
2020-03-11 9:11,한바다호,440956000,5.8,4.48,5.26,5.21,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:14,한바다호,440956000,5.76,4.51,5.37,5.09,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:17,한바다호,440956000,5.71,4.5,5.3,5.1,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:20,한바다호,440956000,5.75,4.45,5.25,5.13,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:23,한바다호,440956000,5.79,4.48,5.27,5.19,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:26,한바다호,440956000,5.77,4.48,5.29,5.15,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:29,한바다호,440956000,5.72,4.5,5.28,5.12,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:32,한바다호,440956000,5.75,4.46,5.37,5.03,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:35,한바다호,440956000,5.79,4.43,5.31,5.09,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:38,한바다호,440956000,5.74,4.48,5.28,5.12,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:41,한바다호,440956000,5.74,4.48,5.29,5.11,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:44,한바다호,440956000,5.8,4.46,5.29,5.15,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:47,한바다호,440956000,5.74,4.49,5.26,5.16,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:50,한바다호,440956000,5.78,4.44,5.26,5.14,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:53,한바다호,440956000,5.75,4.48,5.31,5.11,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:56,한바다호,440956000,5.78,4.45,5.24,5.18,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 9:59,한바다호,440956000,5.73,4.49,5.27,5.13,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:02,한바다호,440956000,5.77,4.47,5.27,5.15,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:05,한바다호,440956000,5.76,4.46,5.25,5.15,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:08,한바다호,440956000,5.78,4.49,5.35,5.11,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:11,한바다호,440956000,5.77,4.47,5.27,5.15,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:14,한바다호,440956000,5.77,4.57,5.44,5.08,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:17,한바다호,440956000,5.79,4.52,5.45,5.05,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:20,한바다호,440956000,5.75,4.51,5.38,5.06,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:23,한바다호,440956000,5.78,4.49,5.39,5.07,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:26,한바다호,440956000,5.8,4.48,5.34,5.12,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:29,한바다호,440956000,5.8,4.5,5.3,5.18,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:32,한바다호,440956000,5.79,4.52,5.33,5.17,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:35,한바다호,440956000,5.74,4.57,5.29,5.21,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:38,한바다호,440956000,5.81,4.52,5.32,5.2,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:41,한바다호,440956000,5.78,4.52,5.29,5.19,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:44,한바다호,440956000,5.79,4.54,5.29,5.23,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:47,한바다호,440956000,5.78,4.51,5.28,5.2,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:50,한바다호,440956000,5.75,4.54,5.31,5.17,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:53,한바다호,440956000,5.79,4.5,5.29,5.19,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:56,한바다호,440956000,5.78,4.53,5.28,5.22,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 10:59,한바다호,440956000,5.8,4.55,5.33,5.21,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:02,한바다호,440956000,5.76,4.5,5.25,5.19,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:05,한바다호,440956000,5.79,4.53,5.3,5.2,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:08,한바다호,440956000,5.8,4.52,5.33,5.17,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:11,한바다호,440956000,5.77,4.48,5.28,5.16,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:14,한바다호,440956000,5.78,4.55,5.33,5.19,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:17,한바다호,440956000,5.78,4.49,5.26,5.2,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:20,한바다호,440956000,5.78,4.51,5.38,5.1,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:23,한바다호,440956000,5.81,4.57,5.32,5.24,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:26,한바다호,440956000,5.79,4.62,5.4,5.2,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:29,한바다호,440956000,5.81,4.51,5.45,5.05,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:32,한바다호,440956000,5.81,4.64,5.18,5.46,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:35,한바다호,440956000,5.81,4.74,5.29,5.45,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:38,한바다호,440956000,5.81,4.63,5.34,5.28,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:41,한바다호,440956000,5.82,4.67,5.3,5.38,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:44,한바다호,440956000,5.8,4.72,5.33,5.37,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:47,한바다호,440956000,5.83,4.6,5.36,5.26,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:50,한바다호,440956000,5.83,4.68,5.36,5.34,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:53,한바다호,440956000,5.83,4.81,5.26,5.56,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:56,한바다호,440956000,5.83,4.67,5.33,5.35,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 11:59,한바다호,440956000,5.83,4.66,5.28,5.4,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:02,한바다호,440956000,5.82,4.71,5.32,5.4,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:05,한바다호,440956000,5.83,4.68,5.39,5.31,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:08,한바다호,440956000,5.86,4.66,5.25,5.45,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:11,한바다호,440956000,5.81,4.75,5.35,5.39,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:14,한바다호,440956000,5.83,4.69,5.35,5.35,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:17,한바다호,440956000,5.81,4.64,5.36,5.28,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:20,한바다호,440956000,5.86,4.69,5.29,5.45,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:23,한바다호,440956000,5.83,4.74,5.27,5.49,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:26,한바다호,440956000,5.85,4.63,5.16,5.5,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:29,한바다호,440956000,5.84,4.63,5.28,5.38,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:32,한바다호,440956000,5.82,4.74,5.29,5.45,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:35,한바다호,440956000,5.85,4.7,5.39,5.35,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:38,한바다호,440956000,5.85,4.68,5.33,5.39,HANBADA_DRAFT.mp4,D:/kmou
2020-03-11 12:41,한바다호,440956000,5.86,4.64,5.44,5.24,HANBADA_DRAFT.mp4,D:/kmou
