UTC,ShipName,MMSI,DRAFT AFT,DRAFT FWD,DRAFT PORT,DRAFT STBD,File name,FilePath
2020-03-12 21:10,한나라호,441273000,5.87.E+00,5.68.E+00,5.93.E+00,5.89.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-12 22:10,한나라호,441273000,5.85.E+00,5.64.E+00,5.86.E+00,5.92.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-12 23:10,한나라호,441273000,5.86.E+00,5.69.E+00,5.94.E+00,5.83.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 0:10,한나라호,441273000,5.85.E+00,5.74.E+00,5.87.E+00,5.84.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 1:10,한나라호,441273000,5.87.E+00,5.72.E+00,5.91.E+00,5.85.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 2:10,한나라호,441273000,5.85.E+00,5.63.E+00,5.91.E+00,5.87.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 3:10,한나라호,441273000,5.86.E+00,5.63.E+00,5.92.E+00,5.91.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 4:10,한나라호,441273000,5.84.E+00,5.70.E+00,5.85.E+00,5.86.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 5:10,한나라호,441273000,5.87.E+00,5.72.E+00,5.88.E+00,5.88.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 6:10,한나라호,441273000,5.85.E+00,5.67.E+00,5.95.E+00,5.83.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 7:10,한나라호,441273000,5.86.E+00,5.68.E+00,5.89.E+00,5.86.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 8:10,한나라호,441273000,5.87.E+00,5.68.E+00,5.93.E+00,5.82.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 9:10,한나라호,441273000,5.85.E+00,5.73.E+00,5.91.E+00,5.80.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 10:10,한나라호,441273000,5.85.E+00,5.67.E+00,5.89.E+00,5.84.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 11:10,한나라호,441273000,5.88.E+00,5.76.E+00,5.90.E+00,5.82.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 12:10,한나라호,441273000,5.86.E+00,5.66.E+00,5.96.E+00,5.80.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 13:10,한나라호,441273000,5.87.E+00,5.74.E+00,5.85.E+00,5.88.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 14:10,한나라호,441273000,5.86.E+00,5.71.E+00,5.93.E+00,5.80.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 15:10,한나라호,441273000,5.87.E+00,5.62.E+00,5.94.E+00,5.86.E+00,HANNARA_DRAFT.mp4,D:/kmou
2020-03-13 16:10,한나라호,441273000,5.85.E+00,5.70.E+00,5.91.E+00,5.83.E+00,HANNARA_DRAFT.mp4,D:/kmou
